id,text
id_000787,"điện thoại đẹp , shop uy tín , đóng gói kỹ. giao hàng nhanh. đáng để mua . giá rẻ nhưng sài rất ngon . cảm ơn shop nhé điện thoại đẹp , shop uy tín , đóng gói kỹ. giao hàng nhanh. đáng để mua . giá rẻ nhưng sài rất ngon . cảm ơn shop nhé điện thoại đẹp , shop uy tín , đóng gói kỹ. giao hàng nhanh. đáng để mua . giá rẻ nhưng sài rất ngon . cảm ơn shop nhé "
id_000788,"giao hàng nhanh
máy khá đẹp
mượt mà 
 sài ổn
giá cả lại rẻ
chủ shop nhiệt tình
nói chung là hài lòng 
cảm ơn shop 
giao hàng nhanh
máy khá đẹp
mượt mà 
 sài ổn
giá cả lại rẻ
chủ shop nhiệt tình
nói chung là hài lòng 
cảm ơn shop "
id_000789,"thành công
điện thoại. như hình
máy đẹp
sử dụng mượt mà 
shop phục vụ đuọc
mọi người ghé ủng hộ shop 
cảm ơn "
id_000790,"Tốt hơn mong , máy đẹp giống quảng cáo , sóng sánh căng đét , hàng chất lượng mà giá lại rẻ , giải hàng nhanh , shop chủ đáo , nhiệt tình , đóng gói cẩn thận , nói chung là không chê được chổ nào , quá tuyêt vời , cảm ơn shop , chúc shop thành công"
id_000791,tuyet voi
id_000792,Tuyet
id_000793,"Hàng giống mo ta 
Rất ưng ạ 
Có điều lỡ tay làm hỏng khe cắm sim rồi😔😔"
id_000794,"..hàng nguyên siu . mái mượt . đẹp . rất vừa ý.
..cho 5 sao ạ"
id_000795,"Hàng tốt, máy chạy mượt shop kích hoạt bảo hành giúp mình"
id_000796,mua là xiaomi gửi thì ra con đt này lm ăn gì mà kỳ cục vậy . tôi muốn trả hàng ...
id_000797,Tui muốn đổi hàng shop giao hàng kì vậy
id_000798,da nhan hang roi. noi chung voi tan gia cung xai tam. nhung mai luot khong muot voi lai mang hinh xuoc qua
id_000799,"check imei bảo hành chỉ còn 3 tháng thôi
nhắn tin shop không trả lời"
id_000800,May mắn làm sao mua vào lúc sale 92% hết hồn luôn. Trộm vía là sale đậm nhưng máy rất chất lượng. Trước giờ vẫn luôn xài Huawei và lần này cũng không khác biệt gì. Cảm ơn huawei vn nhiều lắm ạ. 
id_000801,sao bảo hành ko đủ mười hai tháng (tháng sáu hết bảo hành theo Imei)
id_000802,cảm giác giật lag..xài 2 ngày mà nó up emui  cả chục cái
id_000803,"máy mới nguyên seal, chất lượng tốt"
id_000804,"máy đẹp, chạy mượt, lại ưu đãi lớn nữa"
id_000805,"Hàng nguyên seal, giao hàng nhanh, máy dùng mượt "
id_000806,"Hàng nguyên seal , check bảo hành bằng imei trên web thì thấy không phải 12 tháng , tháng 5 2020 hết hạn ?? Shop xem lại giúp mình chắc lỗi gì . Tất cả đều ok trừ bảo hành 12 tháng là sai"
id_000807,"Mua tặng vợ, vợ rất vui vì đt cũ đơ đơ, ngày sạc pin mấy lần. Giá cả hợp lý, giao hàng cực nhanh 
"
id_000808,"sản phẩm tốt hơn mong đợi rất nhiều cảm ơn huawei nhiều lắm, năm mới tết đến chúc huawei ngày càng lớn mạnh "
id_000809,"the product was good wishing it had another choice of color when they had it in flash sale. If this phone gets brokennor needs some repair . where do I go? 
"
id_000810,"hàng chuẩn, đóng gói cẩn thận, tốt 👍"
id_000811,vừa nhận được hàng 
id_000812,"Máy đẹp , nhờ shop kich hoạt bảo hành dùm , thanks !"
id_000813,giao hàng rất nhanh. tạm thời check bh tem ngoài máy thấy sắp hết bảo hành rùi
id_000814,Delivered the correct phone very fast. Happy with the purchase so far.
id_000815,Extremely fast delivery. Very happy with new cell phone. It came exactly as I expected. 
id_000816,"quá đẹp ...
"
id_000817,"Máy ngon,
 bọc hàng cẩn thận"
id_000818,"Điện thoại tốt. OK!
"
id_000819,Hàng còn nguyên seal.đóng gói cẩn thận.đẹp.
id_000820,Rất uy tín. Cảm ơn shop
id_000821,"Sản phẩm đẹp, rất tốt, rất đáng tiền..
Thank shop.."
id_000822,Good 
id_000823,giá tốt
id_000824,"super seller
no doubt on it"
id_000825,Ngon
id_000826,"máy tốt nhé ae, shop khá nhiệt tình mình nhận hàng xong thì một lúc gọi cho mình bảo mình nhận đc máy chưa máy có bị sao ko, máy có bj gì thì cứ gọi lại shop tư vấn ae yên tâm mua nhé"
id_000827,Giao hàng nhanh sản phẩm tốt mượt 
id_000828,"shop chuẩn bị hàng nhanh,
 đóng gói cẩn thận,
máy cảm ứng nhạy, 
dùng ok
, chúc shop đắt hàng nhé"
id_000829,sản phẩm giao vì sao khong có sách hướng dẫn và cây lấy sim vậy shop. hộp đựng méo mó.
id_000830,sp nhiệt tình mới lấy xong sp gọi điện hỏi máy có dung tốt không anh các bạn nên ung hộ sp này vì chu đáo và tốt
id_000831,"Sản phẩm rất tốt, máy đẹp, màn đẹp chiến liên quân mượt, không ngờ sản phẩm có giá hơn 1triệu lại tốt như vậy. Shop uy tín nhiệt tình rất cảm ơn shop. Chúc shop buôn may bán đắt tuần sau e kiếm dc tiền em mua 1 cái như thế này nữa."
id_000832,Điện thoại OK lắm. 
id_000833,"hang thi dep,nhung cuc wiffi hu,k co mang dc"
id_000834,"cảm ơn shop đã giao đúng thời hạn, và mong shop duy trì uy tín chất lượng hàng... "
id_000835,đt rất đẹp chất lương 5sao cho sp
id_000836,"đt j mà đag đầy pin 
khởi động lại máy thì hết pin
là sao ạ
nhưng mà shop nhiệt tình 
nhận máy xg buổi chiều thì tối gọi máy có bị j ko 
nên ủng hộ vì shop làm ăn uy tín and nhiệt tình "
id_000837,Sản phẩm tot. Shopping tu van nhiet TINH. Sẽ tiep tục ủng hộ shop 
id_000838,tốt mà chưa rành sử dụng cho 5sao
id_000839,Quá Xứng Đồng Tiền
id_000840,hàng tốt mượt 
id_000841,hài lòng với sản phẩm 
id_000842,chuẩn 
id_000843,Xài ngon nghe gọi rõ cảm ơn bạn 
id_000844,"rất vừa với số tiền bỏ ra.cam ơn shop
"
id_000845,sản phẩm như hình. Shipper nhiệt tình. sản phẩm khá ok
id_000846,Shop bán hàng tốt chất lượng cao
id_000847,Ok máy dùng dc. Mn ủng hộ nhé 
id_000848,Điện thoại tốt. Sài ngon. Hàng chính hãng. Giao hàng nhanh. Trả lời tin nhắn toẹt vời. Sẽ tiếp tục ủng hộ shop
id_000849,"Lúc đầu cho đặt nhưng báo là không có hàng, sau 1 tuần mới giải quyết cho mình, nói chung thì máy rất đẹp, nguyên tem"
id_000850,Hàng về chất lượng đt dùng tốt mình rất ưng sẽ ủng hộ shop tiếp
id_000851,Đt rất đẹp và chắc chắn mình rất thích cảm ơn shop nhiều 
id_000852,tôi rất hài lòng khi nhận máy ❤❤❤
id_000853,good
id_000854,"giao hàng nhanh, hàng dùng ok"
id_000855,máy hơi trầy nhẹ. nhưng sài rất ổn.
id_000856,"Máy đẹp- giao nhanh đáng tiếc không kèm tai nghe ,pin 100%   Shop xin đánh giá nên tôi đánh giá đúng thực tại, chúc shop giữ phong độ mãi nhà nhớ gửi e mã 5%"
id_000857,"Pin trâu fullbox, shop nhiệt tình mới dùng OK, chắc chắn phải hết năm , cho shop 5 sao để shop bảo hành chu đáo"
id_000858,"Sản phẩm rất là ok sau hai ngày sử dụng máy zin hơi trễ một chút được cái là bin dắt trâu bò, cho shop năm sao, cho thằng ship một sao"
id_000859,"Trầy chút, pin trâu bò , đủ phụ kiện xịn , không hài lòng 100% nhưng cho shop 5 sao để shop lưu ý lần sau e lại nữa thì lựa e máy ít trầy"
id_000860,"Vừa nhận hàng đây. Hình thức đẹp,xin máy chính hãng , dùng chắc OK, mong shop nhiệt tình bảo hành nếu1 năm dùng phát sinh lỗi, OK gửi em mã giảm giá nào"
id_000861,"Shop giao nhanh, hàng chất, nhất là dc cái pin khoẻ"
id_000862,Bạn ship giao hàng gọi làm mk đợi hơi lâu còn mọi thứ đều đk. 
id_000863,Mình đang dùng máy và cảm thấy may tốt camera và các chức năng ổn định pin mình k dũng cũng được lâu phụ kiện kèm theo đầy đủ mình đang Dũng và sẽ đánh giá thêm 
id_000864,máy đẹp vchir là ko có tai nghe
id_000865,ok .tốt hơn cả mong đợi
id_000866,"thích màu xanh nhưng săn deal chỉ được mày trắng nên cũng chấp nhận .vì deal rẻ 6 trịu 490k nên hãng nói k có quà tặng nhưng khi nhận có tai nghe,có ốp lưng nên rất hài lòng.Điện thoại chính hãng."
id_000867,Hàng chính hãng nguyên seal bảo tặng tai nghe o dây mà o thấy đâu gọi điện hỗ trợ gửi kèm luôn mà 1 tuần rồi chưa thấy đâu thực sự hơi thất vọng 
id_000868,Shop nhiệt tình gia hàng đúng hẹn !
id_000869,"Hàng chính hàng chuẩn nguyên seal, giá tốt..."
id_000870,sản phẩm đúng với quảng cáo ok cho 5 sao
id_000871,"tai nghe bị lỗi
kết nối với điện thoại ch được 1p thì hết pin"
id_000872,hàng xài tốt. đúng chính hãng. 
id_000873,"chính hãng, được kich hoat bao hành ngay sau khi mở máy"
id_000874,tai nghe bị lỗi sạc. sạc lên đèn xanh nhưng nghe dc một bài hát thì hết pin.
id_000875,máy ok
id_000876,hàng₫ẹpmóiok
id_000877,ok hang nguyen siu giao dung mau
id_000878,dùng rất ok
id_000879,Chuẩn hàng 9 hãng full box. Đã sử dụng đc tuần. Điện thoại nhìn ở ngoài rất đẹp. Sài đc tuần chưa thấy lổi lầm ji.. Rất nhìu chức năng hửu ích. Tầm tiền này ma mua đc con đt khá la ưng. Shop này shop 9 hãng mà bán rẻ hơn giá niêm yết và các shop 9 hãng cũa vivo khác tận 500k. Đt coi fim chơi game suog lắm màn hình to 
id_000880,"Hàng giao nhanh, đóng gói cẩn thận. Điện thoại nguyên seal, hàng mới, y như mô tả"
id_000881,Phone send in a orderly manner. Tks 
id_000882,rất hài lòng về sp 
id_000883,không có hóa đơn. chưa thấy sạc dự phòng đâu
id_000884,"bọn lừa đảo.nua j7 gửi j3
"
id_000885,"ok sản phẩm giống mô tả , tuy nắp bị vênh nhưng mình sửa là ok , máy cũ đc vậy là tốt rồi"
id_000886,ôl
id_000887,"DungLadada bạn hàng chính hãng dao hàng nhanh
"
id_000888,Tốt. 
id_000889,máy lướt game rất mượt. cày nguyên tiếng vẫn mát tay. hàng chuẩn nguyên seal. cảm ơn shop. rất hài lòng.
id_000890,máy sạc pin ko vào nguồn nhé shope
id_000891,"hàng ngon nha ae
mình mua 2 cây ngon cả 2 lun
dùng nghe gọi xem phim youtube rất mượt
với tầm giá 300k nên mua e này"
id_000892,"Kg dùng được cái gì  .bỏ xin vào nó cứ hiện lên đang  tìm kiếm  .2ngày rồi mà vẫn đang tìm kiếm.  thất vọng. bực bội 
"
id_000893,Một lần nữa cho đông cảm ơn ứng dụng .va tất cả đoàn thể nhân viên của các sóp đã cho tôi những kiện hàng vừa ý. Điều guan trọng là những kiện hàng các bạn đóng rất cận thận .tôi xin chan thành cảm ơn các bạn. Cho e gửi lời cảm ơn riêng đến người a đã gọi cho e .đúng một món gùa ý nghĩa để e dành cho người me của e 
id_000894,hang khá mượt so với tầm giá có youtu za lo face rẻ quá nghe gọi chọi tốt
id_000895,"đẹp trên từng mmm giá bèo ha, mua cho a e môi ng 1 cái chơi liên quân"
id_000896,"mua dùng thử thấy ổn định dùng thêm 1 tuần nữa xem sao. máy cũng đep, đáng đồng tiền"
id_000897,hàg tốt đã đc lm mới nên ok. shop hướg dẫn nhiệt tình rất hài lòg...nhưg cáp sạc k bit do vận chuyển hay sao mà bị bể như này kkk vẫn cho 5* vì tất cả hj
id_000898,tải dược đầy đủ ứng dụng so với dt đập đá thì mua con này về nghe gọi lên mạng đáng
id_000899,ủng hộ nhung san phâm tôt nhà bán hàng có tâm sp dc bảo hành lâu
id_000900,shop ơi e ms mua dc 2 ngày mà nó bị hư nút tắt mở điện thoại mà k bị rớt hay va đập gì ạ e đôi lại được k shop
id_000901,toàn tiếng trung quốc  tải YouTube zalo facebook cũng ko dc. sai lầm thiệt chứ mua cho con nít xem YouTube mà tai YouTube ko dc cung nhu ko 
id_000902,shop làm zậy chết em em mua bằng tiền chứ k phải bằng giấy k có ứng dụng nào cài đặt trong máy hết con bị đứng máy 
id_000903,"hng r tot, toi la k co cuc sac cam vao ô điện"
id_000904,Máy không nhan duoc wifi va 3g cho doi lai may khac
id_000905,"tôi rất hài long







"
id_000906,k sai dc sat pim k vao
id_000907,ko tải j dc hết. máy cũ trầy xước hết rồi rất thất vọng 
id_000908,sản phẩm tốt sao xem youtube một tí là đơ
id_000909,Màu trăng nhé shop
id_000910,"dt thi dep ok nhug sao dat 2 cai chi co day sat con dau sat s ko co z shop ui lay j sat day 
"
id_000911,"Đt hơi cũ thấy ok nhưng k biết vài bữa sao, giao hàng nhanh, giá học sinh cám ơn shop"
id_000912,"Iphone 4 thuong ha shop
"
id_000913,tốt . Khuyến cáo nên mua . Để nghe gọi cũng được. Mượt
id_000914,Giao hàng hơi chậm
id_000915," Đơn hàg rất tốt 
Tui rất hài lòg .xin cảm ơn
"
id_000916,may da qua su dung.lap sim voi wifi duoc ti mat nhieu lan van nhu vay.may khong dung duoc
id_000917,"máy hơi trầy .full chức nay.có giay huong dan để ae tải zalo fb ,va chuc nang khac ,máy sai mượt ok.5*****"
id_000918,"mua 2 Bị lỗi 1 đang chờ hỗ trợ đổi máy, Gọi hotline không ai bắt máy,
hỗ trợ xong Vote lại thank shop"
id_000919,shop bảo mik gởi buu diện cho shop sẽ đổi nhanh hơn và tiện hơn thế mà mik chuyển phat nhah từ 29/11đến 9/12vẫn chưa nhận dc hàng.gọi từ hom qa gio ko ai nghe máy.
id_000920,"shop dao hàng nhanh đúng như trong hình dt được 
sai tốt cam ơn shop."
id_000921,không hài long 
id_000922,gửi hag sai hết rồi mình đặc màu trắng sao gửi mẫu den may con bị loi nữa chu mún đổi hàng
id_000923,"Được fb,youtobe cug ok,nge goi to rỏ"
id_000924,"cảm ứng bị liêt
"
id_000925,"máy ok, quá đẹp cho cái giá 300k"
id_000926,Đăng nhập icloud k dc lỗi phần mềm mong shop đổi máy hoặc bảo hành lại gium
id_000927,"điện thoại bi lỗi,hư rồi. ma vẫn  còn giao cho người  ta.đt ko "
id_000928,đt này sài kh đc shop ơi. e gửi ngược lên shop nka
id_000929,"Đẹp nhưng giao lại ko có củ mà chỉ có dây
Cho bốn sao"
id_000930,không tải được ứng dụng nhưng sử dụng nghe gọi tốt nếu cài đặt được ứng dụng thì tốt hơn
id_000931,"Đt lỗi nhiều ko dùng được ,phản hồi shop ko trả lời, gọi là j bảo hành chứ "
id_000932,phục vụ khá tốt 
id_000933,"Sản phẩm tốt hoen mong đợi ! Shop rất chu đáo khâu dặn dò và tư vấn , rất an tâm !5 sao cộng Shop "
id_000934,"Shop giao máy + dây : đầu sạc để cắm điện ko giao làm sao mà sài máy 
Làm ơn gửi gấp cục sạc "
id_000935,"Nhân may kg co sim goi
Cu sac kg co luôn
Shop lam an chan qua"
id_000936,Đẹp.hai lòng
id_000937,Alo sao vừa mua về màng hình k lên là sao
id_000938,Dien thoai Không giong mo ta 
id_000939,màn hình bị sọc xem you tube bị đơ
id_000940,Giao hang sai k duoc
id_000941,cug tam ok😍
id_000942,"Máy cũ, mở ra đã bị bóc mất tem sp, cam trc hỏng... phí tiền"
id_000943,keu giao màu trắng mà lai giao màu den con bị xướt qua troi ln hok hài lòng lắm
id_000944,sp đẹp tốt giá rẻ nhg hài lòng.. thanks
id_000945,giao hang ko dung nhu don dat hang toi ko hai long
id_000946,Coi tren tobe dung hoai a la bi gi len nao cung v
id_000947,Sao điện thoại gọi toi không nghe đuọc
id_000948,đt cũ giật giật 
id_000949,"khong doc the sim
"
id_000950,"rất hai lòng
"
id_000951,ok truoc mắt thây dc .ko biêt xai lâu ntn con mới thì ổn
id_000952,xem yutubi bị đứng máy luôn 
id_000953,bgio e mới lấy lại được hàng 
id_000954,"sạc có mỗi cap sạc mà kc củ sạc 
nút nguồn thì hỏng rồi không ấn được "
id_000955,dat mua 2 cái dt mà toi khi giao hàng thì có một cái là sao do lửa dao
id_000956,đặt màu đen mà giao màu trắng nhưng không sao shop cho hỏi sao để cập nhật lên ios 8.0 đây shop 
id_000957,"bị lỗi jui nhá
"
id_000958,tôi đặc 2 cái điện thoại mà Shop giao có 1 .lại thu tiền 2 cái là sao. mong lazada xem lại. 
id_000959,"ko tải đc game mong muốn
nhưng dùng cũng được
thanks shop"
id_000960,Hàng kém chất lượng không đảm bảo
id_000961,tốt ân ý
id_000962,"ok lắm ạ
"
id_000963,ok
id_000964,sp ok
id_000965,rất tốt
id_000966,Bạn dùng được ba ngày thấy mày đẹp chính hãng cho shop năm sao tiện đây em bán lại cái hộp nếu ai có nhu cầu mua thì in book em nhé
id_000967,"con thứ 2 mua của shop, rất ok, cứ ntn phát huy, em mua máy cho cả nhà em rồi đó nha, đây là con x thứ 2 rồi, mà shop gửi e mã 5% đi, để  lần sau em mua lại dc giảm như con x này"
id_000968,Shop tư vấn nhiệt tình gọi tv nên mình ko mất thời gian và bạn tư vấn thân thiện. Máy đẹp dùng chưa có vấn đề gì từ khi nhận hàng đến bây giờ. Mua hàng lazzada luôn luôn hài lòng. 
id_000969,"Rất đáng đồng tiền giá tốt nhưng không rẻ,Quan trọng nhất thích cái shop này là bán hàng rất chất lượng con bẩy bờ lút em mua hôm trước dưới để cả màn hình mà vẫn dùng ok bin rất là trâu bò"
id_000970,"Nhận được hàng máy bị lỗi cam,như bị nứt vỡ,mong lazada đổi hàng giúp cho"
id_000971,Giá cũng hợp lý máy cũng đẹp OK 
id_000972,"Máy đúng như mô tả, xài rất tốt,sang trọng
Shop tư vấn quá nhiệt tình luôn, tuyệt vời, rất hài lòng, sẽ tiếp tục ủng hộ
Shop uy tín, mn nên mua tại đây"
id_000973,ko lắp sim được
id_000974,good
